current_ratio,debt_to_equity,net_profit_margin,company_age,target
0.67471982,2.731706194,0.091938838,5.0,0
1.46636708,1.227057167,-0.096437075,5.0,0
1.749229812,1.42022084,-0.098565488,5.0,0
2.09987769,1.037131145,0.022753846,5.0,0
2.766607911,1.128876897,0.023468386,5.0,0
1.40624308,1.52138958,-0.462215627,5.0,1
1.713291415,1.310767268,0.040208727,5.0,0
1.212845459,1.185851143,0.022463314,5.0,0
1.973619416,23.97425333,0.070565351,5.0,1
0.752713678,12.1870835,0.011202546,5.0,1
1.444301234,1.376242874,0.074612225,5.0,0
1.512605042,1.123970607,0.079505144,5.0,0
1.776760277,1.113691859,0.084414406,5.0,0
1.430486486,1.043395232,0.094893311,5.0,0
1.601869673,1.389878163,0.08411739,5.0,0
1.703062171,1.337815811,0.067736055,5.0,0
1.654943257,13.25776531,0.232194399,5.0,0
1.41122807,14.81343284,0.088877756,5.0,0
1.202465891,3.088326301,0.039318832,5.0,0
1.345988032,2.089800295,0.03514658,5.0,0
1.162545192,2.229363021,0.03568825,5.0,0
1.053883042,3.530817227,0.115981735,5.0,0
1.067705945,3.448738945,0.118558466,5.0,0
1.12681686,2.65833127,0.086736954,5.0,0
1.05963273,2.714057704,0.094202285,5.0,0
0.607189087,4.79814905,0.101065806,5.0,0
0.582614089,5.768042375,0.095964806,5.0,0
0.645826196,6.087058824,0.095262336,5.0,0
-0.923732454,0.625164998,0.09343476,5.0,0
-0.905898491,0.701757142,0.094824768,5.0,0
-0.932005472,0.514538409,0.084986478,5.0,0
-0.921083638,0.659493044,0.083827257,5.0,0
2.568261965,0.701620048,0.186974285,5.0,1
1.591777188,1.078341014,-0.20852409,5.0,1
1.792806294,0.816043592,0.107094503,5.0,1
1.420119448,0.886758805,-0.675704859,5.0,0
1.905458638,0.949913127,0.148355124,5.0,1
1.582829947,1.175611305,-0.023814702,5.0,1
1.055551596,16.01579409,0.075740288,5.0,0
2.624547135,1.872662866,0.095371215,5.0,0
0.635627068,12.71146732,0.135838019,5.0,0
0.869973632,9.160619174,0.104199079,5.0,0
1.005786548,1.68264888,0.021682074,5.0,0
0.787765247,1.633159132,0.007553131,5.0,0
0.967767842,3.506265166,0.078215638,5.0,0
1.140492937,3.649193898,0.096249042,5.0,0
1.316332455,3.823235287,-0.018680872,5.0,0
1.151299211,4.679970165,-0.064872513,5.0,0
1.065528566,1.534769458,0.097658245,5.0,0
1.1119811,1.413736458,0.094999521,5.0,0
0.797894795,1.405586978,0.129147339,5.0,0
0.708817318,1.130904632,0.199892509,5.0,0
0.538664502,2.757842844,0.088510934,5.0,0
0.733528016,2.865814204,0.120181913,5.0,0
0.678549478,2.989906766,0.072728718,5.0,0
0.359100135,2.617325721,0.110455809,5.0,0
0.713675214,2.966937718,-0.015427415,5.0,0
1.031278749,3.333303265,-0.002899687,5.0,1
1.118927126,2.961197146,0.101216859,5.0,0
1.19790454,2.359433169,0.073571254,5.0,0
0.879899655,2.274207802,0.068419418,5.0,0
1.018591772,2.275991792,0.070329883,5.0,0
1.216133942,2.710800399,0.079914578,5.0,0
1.133360689,2.555765176,0.081655691,5.0,0
1.053106936,2.572358606,0.069389148,5.0,0
1.322288398,0.948668701,0.184847283,5.0,0
1.436470729,0.924398166,0.152434841,5.0,1
1.38866174,1.023970826,0.002626756,5.0,0
1.432142665,0.891423025,0.147263105,5.0,0
1.883194667,0.986586338,-0.403802673,5.0,1
2.129494908,1.088756847,0.186147451,5.0,1
2.20128041,0.962526418,0.179039032,5.0,1
2.160242424,1.091227303,0.131158382,5.0,1
0.686785562,0.829100645,0.140123618,5.0,0
3.587601936,1.119692277,0.05629048,5.0,1
3.249268873,0.715492353,0.05260432,5.0,0
2.947152844,0.715860167,0.081589572,5.0,0
1.451121456,0.898314376,-0.077005491,5.0,1
1.328012769,-43.07407407,0.049705965,5.0,1
1.747173225,6.756493506,0.100457693,5.0,1
1.963985279,0.64899931,0.08547055,5.0,0
2.408080376,-28.11480865,-0.002451581,5.0,1
0.933010598,9.044021739,0.142436975,5.0,0
0.859847415,10.296875,0.206062751,5.0,0
0.933692264,7.462976451,0.185359274,5.0,0
0.98440678,2.596867659,0.553099751,5.0,0
0.765361774,10.15183081,0.169794459,5.0,0
0.896389939,10.43828799,0.20675312,5.0,0
3.443689443,1.992623099,0.272060398,5.0,0
4.953339041,1.677050198,0.257090166,5.0,0
4.444213684,1.548730549,0.320330533,5.0,0
3.81015749,1.848793284,0.251665219,5.0,0
4.106569082,1.598359833,0.335870558,5.0,0
2.284788219,1.632639546,56.46651102,5.0,0
2.398549894,1.426906445,42.26054966,5.0,0
2.828556493,1.752411826,0.050386308,5.0,1
2.0997801,1.441050077,14.053811,5.0,0
1.494999693,1.455689241,11.487316,5.0,0
1.38687134,1.305663827,198.5178727,5.0,0
1.167985176,1.908745018,0.040913494,5.0,0
0.905768177,1.744932537,0.027150256,5.0,0
1.709334657,1.822044295,0.043329871,5.0,0
1.20032379,1.958062442,-0.02252885,5.0,0
1.151326381,1.947348461,0.04192371,5.0,0
1.626556017,1.901739754,0.038067843,5.0,0
3.815434431,0.951499254,0.180241106,5.0,0
4.519493671,0.869208934,0.208981314,5.0,0
2.756200439,0.917723368,0.223492338,5.0,0
3.362476834,1.00422694,0.132027047,5.0,0
1.27375064,1.410873809,0.091499212,5.0,0
0.672998643,7.118334892,-1.15050141,5.0,1
0.662919311,1.61219131,0.041357249,5.0,0
0.470475583,1.672682895,-0.062439104,5.0,0
0.727394209,1.435731132,0.189408499,5.0,1
0.587171053,-9.923287671,-0.559070122,5.0,1
0.44860209,1.516542348,0.14972067,5.0,1
1.078747204,5.019956616,0.128645235,5.0,0
1.240520656,-40.99331104,0.086316577,5.0,0
1.232387228,10.75458515,0.126179314,5.0,0
1.184607104,4.357473684,0.145273097,5.0,0
1.320181969,2.780121256,0.027466054,5.0,1
1.240198264,2.782514091,0.015309654,5.0,0
1.196489664,2.919767035,0.02025872,5.0,0
1.033685154,3.148511614,0.015867696,5.0,0
1.050345219,3.233778927,0.013844811,5.0,0
1.461345904,2.706854969,0.023011215,5.0,0
1.290927428,3.025878206,0.012734788,5.0,1
1.202826734,0.981951708,0.073030215,5.0,0
0.958107086,1.57667439,-0.045229579,5.0,0
1.016188792,1.351560126,0.111835707,5.0,0
1.652120723,1.52403898,0.082659683,5.0,1
1.436326309,1.477593966,0.087259805,5.0,0
1.584707646,1.544919156,0.069465685,5.0,0
1.603722721,1.724936997,0.06824002,5.0,0
1.436505933,1.820868725,0.057918322,5.0,0
0.500385081,2.078014184,0.118809999,5.0,1
0.642585551,1.940843382,0.103235294,5.0,1
0.580047436,1.891459459,0.129892882,5.0,1
0.615430004,1.789882421,0.120018464,5.0,0
0.669398907,2.533484341,0.121478776,5.0,0
0.481184948,1.801327616,0.124477085,5.0,1
0.569815805,1.754166219,0.139555228,5.0,0
1.008295424,8.596878364,0.082268524,5.0,0
1.056271186,6.29102412,0.102635125,5.0,0
0.896579805,8.926708075,0.081355635,5.0,0
1.103671706,2.802546441,0.074696184,5.0,0
0.995799854,6.461466165,0.101034748,5.0,0
1.139176784,2.682507987,0.084448743,5.0,0
0.851890482,3.365021157,0.122160627,5.0,0
0.765352887,4.433130154,0.043347051,5.0,0
0.747291621,5.276973956,0.067690357,5.0,0
1.57020523,1.280171619,0.089890024,5.0,0
1.492352253,2.123533856,0.043333424,5.0,0
1.870568449,1.957742965,-0.011846798,5.0,0
2.007266178,0.926615589,0.071767584,5.0,0
1.765233303,1.284660577,0.030529905,5.0,0
1.800576568,1.022121142,0.084978215,5.0,0
1.866572635,0.993318645,0.078771965,5.0,0
2.375652411,1.408766788,0.079622434,5.0,0
1.809368656,1.281271884,0.087618141,5.0,0
1.571269043,1.185424714,0.072867899,5.0,0
1.627652342,1.268878528,0.055444391,5.0,0
2.201148296,1.635205688,0.07101994,5.0,0
1.094960251,6.643445175,0.100240904,5.0,0
4.633562017,0.746907206,0.044992099,5.0,0
5.488154849,0.827335163,0.113926803,5.0,0
4.806685847,0.761935838,0.113011279,5.0,0
2.611346027,0.956384704,0.130082081,5.0,0
3.253196721,0.835726124,0.126086269,5.0,0
3.055471236,0.874325159,0.105445835,5.0,0
2.786474029,0.943781954,0.139957182,5.0,0
1.380620863,2.839968153,0.05917095,5.0,0
1.681728449,2.698057613,0.07705369,5.0,0
1.311723602,2.515924688,0.069069431,5.0,0
1.508962264,2.852507375,0.1374705,5.0,0
1.100220485,2.829822732,0.131843162,5.0,0
1.301772867,2.665437917,0.049853123,5.0,0
0.922345248,3.447265549,0.036160714,5.0,0
1.061192463,0.648078228,0.164595764,5.0,0
1.880012459,1.218617601,0.217760399,5.0,0
1.777503069,0.800552604,0.08472601,5.0,0
1.9326792,0.941954828,0.185407237,5.0,0
1.180188256,1.810961602,0.148035391,5.0,0
1.334056399,1.877402781,0.169853268,5.0,0
1.560674157,1.678997421,0.172057811,5.0,0
1.029394474,1.879426899,0.171500179,5.0,0
1.077366651,2.108811475,0.158423913,5.0,0
0.97947841,1.811830123,0.16868932,5.0,0
2.492102428,1.604871185,0.155943775,5.0,1
1.759336717,1.399023334,0.126532129,5.0,0
1.236181262,1.386697818,0.134255638,5.0,0
1.358427909,0.985343342,0.108938662,5.0,0
1.656353552,1.072502612,0.103666086,5.0,0
1.240229866,0.859033426,0.11923221,5.0,0
1.071929726,1.488174214,0.063158282,5.0,0
1.381994321,1.162732803,-0.127457913,5.0,0
1.535215553,1.327813091,0.049757184,5.0,0
1.463576693,1.40573016,0.008650815,5.0,0
1.443096136,1.316881138,0.067458436,5.0,0
1.370992201,1.347342421,-0.025699822,5.0,0
9.475390913,1.186406088,0.083273432,5.0,1
16.91706485,2.395060131,0.029785956,5.0,1
64.47069078,1.684527307,0.082124864,5.0,1
36.70380953,1.552602575,0.084747026,5.0,1
17.9985499,2.034530644,0.165450096,5.0,1
1.708955944,-4.285643388,0.009770821,5.0,1
1.710079627,-3.878190267,0.00465122,5.0,1
1.698896579,154.3430314,0.079506296,5.0,1
1.752539665,-3.846921395,-0.014110021,5.0,1
1.518480627,18.39536796,0.005383312,5.0,1
0.780077799,3.701601039,0.105339337,5.0,0
0.849299399,3.303040715,0.129344512,5.0,0
0.516133005,3.642845862,0.162543867,5.0,0
0.662115162,3.432059046,0.02306576,5.0,0
1.49683433,1.322601626,0.05793262,5.0,1
1.460500329,1.550477618,0.079895891,5.0,1
1.239931045,1.493937353,0.05913242,5.0,0
1.272363913,1.771545074,0.039075447,5.0,1
1.502363558,2.779783394,-0.04372853,5.0,0
1.267076503,20.36423841,-0.012069897,5.0,1
1.200324977,33.27206946,-0.007513148,5.0,1
1.303173029,58.23501199,-0.009785434,5.0,1
1.520703347,6.912510936,0.015462222,5.0,1
1.29862259,4.946591708,0.006051753,5.0,1
1.339710145,3.813137033,0.121564367,5.0,1
1.318702824,26.86635945,0.000722239,5.0,1
1.410320428,2.857632941,0.076252694,5.0,1
1.85612395,2.470200152,0.081538841,5.0,1
1.426434985,3.256713481,0.072908636,5.0,1
1.978645687,3.15313429,0.068459804,5.0,1
1.877040837,2.801213563,0.028451905,5.0,1
1.142045056,3.0155667,0.038653453,5.0,0
1.162205605,2.795645143,0.040737922,5.0,0
0.869497886,2.917756315,0.041996084,5.0,0
1.067186363,3.593992564,-0.25070277,5.0,1
1.68241534,11.3810554,-0.322560893,5.0,1
1.000241774,2.242332227,-0.457378703,5.0,1
1.847624717,1.210996152,0.150915758,5.0,1
2.285395408,0.900348327,0.094900196,5.0,0
1.939021056,1.124544792,0.102393617,5.0,0
1.929141104,1.227408994,0.078632996,5.0,0
2.565023753,0.961118509,0.085717589,5.0,0
2.089666053,1.043478261,0.073207745,5.0,0
2.251927381,1.035875597,0.085895635,5.0,0
1.6295463,1.019896945,0.285059397,5.0,1
2.134585117,2.490884505,0.208042135,5.0,1
1.96744134,8.705697328,0.226698555,5.0,1
1.26636795,0.988460153,0.214892432,5.0,1
1.497207407,1.369327548,0.192525371,5.0,1
1.83666275,1.472420463,0.022127157,5.0,0
1.960695652,0.929359697,0.035247364,5.0,0
1.822853916,1.164692021,0.046020146,5.0,0
1.685150726,1.030488219,0.047610122,5.0,0
1.664729459,1.202930793,0.027742961,5.0,0
1.256846081,1.605066066,0.016589013,5.0,0
2.03423913,1.160227992,0.045442121,5.0,0
1.468947649,1.428571429,0.019699581,5.0,0
2.017291066,1.30588294,0.030254167,5.0,0
2.774036229,1.032506814,0.061113668,5.0,0
2.927668184,1.601410474,0.042385529,5.0,0
3.323191555,1.191643412,0.026361881,5.0,0
3.042497626,1.212339805,0.06431307,5.0,0
2.254962108,1.380684907,0.059742692,5.0,0
3.38253012,1.52900715,0.006231389,5.0,0
3.76146789,1.760907504,0.001669449,5.0,0
2.364401036,0.879788393,0.219598821,5.0,0
2.196962025,0.791730247,0.193950527,5.0,0
1.650611621,6.875128733,0.041940532,5.0,0
1.760288668,2.889944479,0.047971114,5.0,0
2.206838328,3.077492447,0.051509564,5.0,0
1.621307802,4.607820137,0.023500021,5.0,0
1.711444008,6.681409813,0.042886285,5.0,0
1.420460597,1.456379493,0.099995124,5.0,0
1.770634049,1.365094147,0.125041707,5.0,0
2.005571993,1.015505646,0.114908418,5.0,0
1.334415802,1.662280847,0.07489938,5.0,0
2.823926562,0.927054865,0.112607199,5.0,0
1.40436678,3.066289875,0.068078913,5.0,0
1.334967263,5.299481785,0.08194486,5.0,0
1.394231804,4.032746939,0.066957814,5.0,0
1.308519941,4.273563991,0.04471294,5.0,0
1.223289454,4.653825778,-0.001738589,5.0,0
1.42913796,4.082243203,0.086239089,5.0,0
1.052492746,1.343038869,0.199790557,5.0,0
1.123605668,1.427387232,0.168328476,5.0,0
1.242762284,1.487894662,0.215941304,5.0,0
1.158704713,1.372239272,0.188425882,5.0,0
1.288209607,1.637426336,0.218768624,5.0,0
0.987912088,1.795404375,0.212276215,5.0,0
1.756209457,-2.509488084,0.162486642,5.0,0
1.76079799,-2.228654518,0.156915752,5.0,0
1.494851358,-2.811093233,0.148892052,5.0,0
1.658178114,27.74074074,0.038690476,5.0,0
1.495727777,89.14880952,0.029464035,5.0,1
1.607837529,9.622553897,0.060362276,5.0,0
1.12004104,2.896004942,0.10126702,5.0,0
0.854622775,-86.29885057,0.054488731,5.0,0
1.164165277,2.690798247,0.076321596,5.0,0
0.892868615,20.29766804,0.077367674,5.0,0
1.801905296,2.24137931,0.005826241,5.0,1
1.873035439,2.92562724,-0.095959596,5.0,1
